,tweets,sentiment,subjectivity,type
2260,#Election2020 Seven 'Great' Marxist Leaders Young Socialists Need to Know#Culture via ,0.45,0.575,Positive
384, The 2020 primary election is coming up. Make sure your voter registration information is correct and up-to-date before you…,0.45,0.6944444444444444,Positive
1782, The 2020 primary election is coming up. Make sure your voter registration information is correct and up-to-date before you…,0.45,0.6944444444444444,Positive
1886, The 2020 primary election is coming up. Make sure your voter registration information is correct and up-to-date before you…,0.45,0.6944444444444444,Positive
386, The 2020 primary election is coming up. Make sure your voter registration information is correct and up-to-date before you…,0.45,0.6944444444444444,Positive
1890, The 2020 primary election is coming up. Make sure your voter registration information is correct and up-to-date before you…,0.45,0.6944444444444444,Positive
1804, Here it is: probably the most important news event between now and November.The Government cannot deprive you of your ri…,0.45,0.75,Positive
365," ""Elizabeth Warren is just one prominent ex-conservative who eventually saw the light.""#Election2020#ElizabethWarren…",0.45,0.85,Positive
1753, The 2020 primary election is coming up. Make sure your voter registration information is correct and up-to-date before you…,0.45,0.6944444444444444,Positive
1810, The 2020 primary election is coming up. Make sure your voter registration information is correct and up-to-date before you…,0.45,0.6944444444444444,Positive
1649, The 2020 primary election is coming up. Make sure your voter registration information is correct and up-to-date before you…,0.45,0.6944444444444444,Positive
1716, The 2020 primary election is coming up. Make sure your voter registration information is correct and up-to-date before you…,0.45,0.6944444444444444,Positive
1711, The 2020 primary election is coming up. Make sure your voter registration information is correct and up-to-date before you…,0.45,0.6944444444444444,Positive
478, The 2020 primary election is coming up. Make sure your voter registration information is correct and up-to-date before you…,0.45,0.6944444444444444,Positive
1813, The 2020 primary election is coming up. Make sure your voter registration information is correct and up-to-date before you…,0.45,0.6944444444444444,Positive
1655, The 2020 primary election is coming up. Make sure your voter registration information is correct and up-to-date before you…,0.45,0.6944444444444444,Positive
2059, The 2020 primary election is coming up. Make sure your voter registration information is correct and up-to-date before you…,0.45,0.6944444444444444,Positive
1661, The 2020 primary election is coming up. Make sure your voter registration information is correct and up-to-date before you…,0.45,0.6944444444444444,Positive
1663, The 2020 primary election is coming up. Make sure your voter registration information is correct and up-to-date before you…,0.45,0.6944444444444444,Positive
442,"Even though I had to write him in because I live in Ohio, extremely proud to vote for my boy via… ",0.4681818181818182,0.75,Positive
2014, I'm even more committed to supporting good candidates for #election2020.,0.48333333333333334,0.45,Positive
1565,We are proud to launch our first project #truthbot under#democracy is too important to be corrupt… ,0.4833333333333334,0.7777777777777777,Positive
186, Our nonpartisan Election Protection team () makes sure nothing stands in the way of Americans’ freedom to vote.…,0.5,0.8888888888888888,Positive
2039, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
2230,"The Knight survey, published this week, is the most comprehensive study of non-voters in the US, surveying 13,000 n… ",0.5,0.5,Positive
2224, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
156,2020 Presidential Election News Update🗞:Trump's top trade adviser 'hunting' for anonymous op-ed author… ,0.5,0.5,Positive
122, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
187,The latest The Randy Lawrence Daily!Thanks to#demdebate #election2020,0.5,0.9,Positive
2220, Make sure you vote and share :),0.5,0.9444444444444444,Positive
101, Dick van Dyke is a man I grew up watching on ; but I’ve grown to love and respect him as he comes to the plate…,0.5,0.6,Positive
134, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
2253," ""We need #MedicareforAll. But much more must be done than just guaranteeing #insurance and access. Health care alone do…",0.5,0.5,Positive
2243, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
2251," The Knight survey, published this week, is the most comprehensive study of non-voters in the US, surveying 13,000 non-voter…",0.5,0.5,Positive
476, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
2242, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
127," With all this talk about so many candidates splitting the delegates, and hand wringing about what'll happen when it comes to…",0.5,0.5,Positive
145," Good morning! North Carolina and Tennessee make sure you get out and vote today, early voting has already started! Earl…",0.5,0.5962962962962963,Positive
110," With all this talk about so many candidates splitting the delegates, and hand wringing about what'll happen when it comes to…",0.5,0.5,Positive
2213, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
333,Need more votes!Really lopsided.Vote and retweet.,0.5,0.5,Positive
2138,Yup: this presidential election counts more than others #DumpTrump #Election2020 #BlueWave2020,0.5,0.5,Positive
2135," You are the best hope. If you are not the nominee, it will be 4 more years of the same. #Truth… ",0.5,0.30833333333333335,Positive
431, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
336, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
2036,"Get your ""Trump 2020"" tees, hoodies and more here.....Many colors and sizes available..… ",0.5,0.5,Positive
2066, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
363, Our nonpartisan Election Protection team () makes sure nothing stands in the way of Americans’ freedom to vote.…,0.5,0.8888888888888888,Positive
2108, Make sure you vote,0.5,0.8888888888888888,Positive
2104, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
387, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
388, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
2094, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
391, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
2115,"California Secretary of State Alex Padilla, the state’s top election official, prepares to vote at a voting center… ",0.5,0.5,Positive
189,"""America would actually be better off reducing its billionaire population through taxes and profit-trimming regulat… ",0.5,0.5,Positive
329, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
326, Just finished an amazing interview with Rep.ahead of the #Democrat primary this week for . I can’…,0.5,0.7,Positive
472, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
211, Our nonpartisan Election Protection team () makes sure nothing stands in the way of Americans’ freedom to vote.…,0.5,0.8888888888888888,Positive
2198, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
2197, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
246,One vote does matter. It made the difference in this race for sure. #Election2020 #Vote,0.5,0.8888888888888888,Positive
252, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
328, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
263," No body can know that. No one thought trump could come even close to winning. All bets are off. Many ""no… ",0.5,0.625,Positive
2052, Make sure you vote and share :),0.5,0.9444444444444444,Positive
307, Why is Russia better than us at growth hacking? #growthhacking #growthmarketing #marketing #russia #election2020,0.5,0.5,Positive
456, Pinko had better be more concerned and pissed off those #PUTIN he… ,0.5,0.5,Positive
2057, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
2155, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
2152, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
2169, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
2060, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
0,There are so many hilarious comments in You Tubechat on @ show tonight.,0.5,0.75,Positive
1038, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1609, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1138,In lieu ofrecent poll:Do you believe America would be better off if more Satanists served in ele… ,0.5,0.5,Positive
1606, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1143, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1145,The latest Hollaback!!Thanks to#russianinterference #election2020,0.5,0.9,Positive
1599, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1148,THIS is Bernie’s threat to voters. Such a GREAT uniter!!! #Election2020 #Primary2020,0.5,0.625,Positive
1597, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1596, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1149, Just finished an amazing interview with Rep.ahead of the #Democrat primary this week for . I can’…,0.5,0.7,Positive
1151, Just finished an amazing interview with Rep.ahead of the #Democrat primary this week for . I can’…,0.5,0.7,Positive
1592, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1162, Just finished an amazing interview with Rep.ahead of the #Democrat primary this week for . I can’…,0.5,0.7,Positive
1170, Just finished an amazing interview with Rep.ahead of the #Democrat primary this week for . I can’…,0.5,0.7,Positive
1186, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1563, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1215, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
10, #Bloomberg is buying the Dem nomination *because* many resisters won’t support him👀‼️His goal is to keep the #GOP in pow…,0.5,0.5,Positive
1247, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
8, It's $3 Thursday! I'm asking for everyone to help that is able to donate $3 to my campaign for Congress. Join us and help put p…,0.5,0.625,Positive
1265, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1610, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1613, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1617, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1621, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1697, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1019, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1022, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1035, Dick van Dyke is a man I grew up watching on ; but I’ve grown to love and respect him as he comes to the plate…,0.5,0.6,Positive
2034, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1041, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1680, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1047, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1675, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1055," With all this talk about so many candidates splitting the delegates, and hand wringing about what'll happen when it comes to…",0.5,0.5,Positive
1544," Follow here for the latest on today's Nevada caucuses, including polling, candidate bios and state-by-state updates. #Election2020…",0.5,0.9,Positive
1057, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1665, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1069, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1071, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1651, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1081, Just finished an amazing interview with Rep.ahead of the #Democrat primary this week for . I can’…,0.5,0.7,Positive
1083, Just finished an amazing interview with Rep.ahead of the #Democrat primary this week for . I can’…,0.5,0.7,Positive
1087," With all this talk about so many candidates splitting the delegates, and hand wringing about what'll happen when it comes to…",0.5,0.5,Positive
1643, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1089," We all need to help Donald Trump out. Out of office, that is. He needs to be overwhelmingly defeate… ",0.5,1.0,Positive
1624, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1059, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
38," The best #tweets money can buy:Those pro- tweets are likely bought and paid for:""Multimillion-dollar-a-…",0.5,0.65,Positive
1540, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1316, It's $3 Thursday! I'm asking for everyone to help that is able to donate $3 to my campaign for Congress. Join us and help put p…,0.5,0.625,Positive
1466, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1406, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1463, Probably if we lived in Russia or China! No he can’t but he will sure as hell try. #BeatTrump… ,0.5,0.8888888888888888,Positive
1407, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1409, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1458, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1455, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1454,#Bloomberg #Bloomberg2020seems the better #entrepreneur compared to #USA Pres. #Trump… ,0.5,0.5,Positive
1412, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1445, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1444, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1442, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1441, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1440, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1415, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1438, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1417, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1435, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1434, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1422, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1425, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1405, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1404, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1402, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1401, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1339, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1524, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1520,"Follow here for the latest on today's Nevada caucuses, including polling, candidate bios and state-by-state updates… ",0.5,0.9,Positive
1343, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1346, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
2,The latest COACH!#election2020 #misleadingtweets,0.5,0.9,Positive
1510, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1356, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1361, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1362, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1296, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1363, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1368, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1369, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1373, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1374, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1493,"Follow here for the latest on the Nevada caucuses, plus polls, candidate bios and state-by-state developments.… ",0.5,0.9,Positive
1375, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1377, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1489, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1380, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1390, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1503, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1706, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
118, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1709, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
654, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
657, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1920, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1914, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
684," Even as a Republican/Conservative, who in your eyes, is the most electable DEMOCRAT (I know it's an oxymoron but play a…",0.5,0.5,Positive
66,"#Election2020 It's not that we can blame #billionaires #millionaires for taking the opportunity to make more cash,… ",0.5,0.5,Positive
716, #Bloomberg is buying the Dem nomination *because* many resisters won’t support him👀‼️His goal is to keep the #GOP in pow…,0.5,0.5,Positive
745,"So Chris decided he didn't like my answers, so I guess blocking is the next best thing.That's called ""coward"" 😄I… ",0.5,0.15,Positive
751,If you call a statement fromdoctor is releasing his health records then that's an interesting spin.… ,0.5,0.5,Positive
757," So Chris decided he didn't like my answers, so I guess blocking is the next best thing.That's called ""coward"" 😄I bid him…",0.5,0.15,Positive
649, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1873, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
2286, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
779," So Chris decided he didn't like my answers, so I guess blocking is the next best thing.That's called ""coward"" 😄I bid him…",0.5,0.15,Positive
1856, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
794, If you call a statement fromdoctor is releasing his health records then that's an interesting spin. He di…,0.5,0.5,Positive
2254, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
824,"1000x yes! It takes a village to raise a child WELL, and we need better policies to enable those who want to raise… ",0.5,0.5,Positive
1832,RT : Want to know what it takes to run a winning campaign? IGNITE &amp;are training #BossLadies to lead campaig…,0.5,0.75,Positive
1823,There's the Russians and then there is theand their voter suppression tactics - voting is the most fundamenta… ,0.5,0.5,Positive
1003, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1821, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
760, If you call a statement fromdoctor is releasing his health records then that's an interesting spin. He di…,0.5,0.5,Positive
648, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1936, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
644,RT : Want to know what it takes to run a winning campaign? IGNITE &amp;are training #BossLadies to lead campaig…,0.5,0.75,Positive
482, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
97, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
524," The best #tweets money can buy:Those pro- tweets are likely bought and paid for:""Multimillion-dollar-a-…",0.5,0.65,Positive
2003," Be sure to Google ""Electoral College"" before you vote. #NevadaCaucus#Election2020",0.5,0.8888888888888888,Positive
2001, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1999, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1995, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1981, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
598," The best #tweets money can buy:Those pro- tweets are likely bought and paid for:""Multimillion-dollar-a-…",0.5,0.65,Positive
601, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
610, Our nonpartisan Election Protection team () makes sure nothing stands in the way of Americans’ freedom to vote.…,0.5,0.8888888888888888,Positive
1967, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1964, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
2274, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
2275, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1954, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
633, #Bloomberg is buying the Dem nomination *because* many resisters won’t support him👀‼️His goal is to keep the #GOP in pow…,0.5,0.5,Positive
1950,"Be sure to Google ""Electoral College"" before you vote. #NevadaCaucus#Election2020",0.5,0.8888888888888888,Positive
1949, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
635, #Bloomberg is buying the Dem nomination *because* many resisters won’t support him👀‼️His goal is to keep the #GOP in pow…,0.5,0.5,Positive
640, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
641, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1943, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1820, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
837, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
834, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
56," The best #tweets money can buy:Those pro- tweets are likely bought and paid for:""Multimillion-dollar-a-…",0.5,0.65,Positive
1727, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1785, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1733, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
52," The best #tweets money can buy:Those pro- tweets are likely bought and paid for:""Multimillion-dollar-a-…",0.5,0.65,Positive
882,The Greater Evil!?#DNCRigging or #RussianHacking#Election2020,0.5,0.5,Positive
891, One of our jobs as #Resisters is to *stay educated* on bots and trolls. Please read below for more info. Since …,0.5,0.5,Positive
892, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
2287, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
900, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1763,Want to know what it takes to run a winning campaign? IGNITE &amp;are training #BossLadies to lead camp… ,0.5,0.75,Positive
916,Dick van Dyke is a man I grew up watching on ; but I’ve grown to love and respect him as he comes to t… ,0.5,0.6,Positive
928, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
929, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
939, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
943, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
946, One of our jobs as #Resisters is to *stay educated* on bots and trolls. Please read below for more info. Since …,0.5,0.5,Positive
949, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
950, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
956, Dick van Dyke is a man I grew up watching on ; but I’ve grown to love and respect him as he comes to the plate…,0.5,0.6,Positive
51, It's $3 Thursday! I'm asking for everyone to help that is able to donate $3 to my campaign for Congress. Join us and help put p…,0.5,0.625,Positive
1786,"#Election2020: Dumping #Trump, #ClintEastwood backs #Bloomberg!!!:-)))",0.5,1.0,Positive
963, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
858,The Greater Evil!?CC #Election2020,0.5,0.5,Positive
990, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1790, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
983, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1723, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
